customer_tweet_id,customer_message,spotify_tweet_id,spotify_response,customer_message_clean,spotify_response_clean,intent
1889242,"@SpotifyCares Hello, I'm not able to join back to a family plan. There's always an error showing up.",1889241,"@563404 Hey! Don't worry, we can help. Can you fire over your account's email address via DM? We'll check backstage and see what we can suggest /NY https://t.co/ldFdZRiNAt","Hello, I'm not able to join back to a family plan. There's always an error showing up.","Hey! Don't worry, we can help. Can you fire over your account's email address via DM? We'll check backstage and see what we can suggest /NY",Family_Student_Plan
1889747,"@117153 hey - my Spotify premium account isn't opening on my laptop, says i'm just on a free account. works fine on my mobile",1889746,@563553 Hi! Help's here. Can you DM us your account's username and email address? We'll take a closer look /SV https://t.co/ldFdZRiNAt,"hey - my Spotify premium account isn't opening on my laptop, says i'm just on a free account. works fine on my mobile",Hi! Help's here. Can you DM us your account's username and email address? We'll take a closer look /SV,Premium_Subscription
1889966,"I'm off @116380 Cancelled my subscription. Despite working with @SpotifyCares, my offline tracks continue to disppear from my library 😔",1889965,"@563621 Hi, we're sorry you feel that way. Rest assured, we'll pass your comments onto the right team. Let us know if you have other questions /DV","I'm off Cancelled my subscription. Despite working with , my offline tracks continue to disppear from my library 😔","Hi, we're sorry you feel that way. Rest assured, we'll pass your comments onto the right team. Let us know if you have other questions /DV",Downloads_Offline
1890679,@SpotifyCares my daughter invited me to join family plan. Keep getting error message. Premium code not valid. Help please.,1890678,"@563837 Hi Mike, help's here! Can you DM us the email address on your daughter's account, along with yours? We'll see what we can suggest /NJ https://t.co/ldFdZRiNAt",my daughter invited me to join family plan. Keep getting error message. Premium code not valid. Help please.,"Hi Mike, help's here! Can you DM us the email address on your daughter's account, along with yours? We'll see what we can suggest /NJ",Family_Student_Plan
1891690,"@115888 I did not activate Headspace, but you bill me for that since 4 months. Please refund",1891689,@564083 Hey! Can you DM us your account's email address? We'll see what we can suggest /CB https://t.co/ldFdZRiNAt,"I did not activate Headspace, but you bill me for that since 4 months. Please refund",Hey! Can you DM us your account's email address? We'll see what we can suggest /CB,Payment_Refund
1891964,"@SpotifyCares Hi! I'm having big trouble with my Premium Family account, two months have passed by and I can't get hold of you guys",1891963,@564160 Hey Vanessa! We've come to the rescue. What's happening exactly? Can you DM us your account's email address? /MV https://t.co/ldFdZRiNAt,"Hi! I'm having big trouble with my Premium Family account, two months have passed by and I can't get hold of you guys",Hey Vanessa! We've come to the rescue. What's happening exactly? Can you DM us your account's email address? /MV,Family_Student_Plan
1892588,@SpotifyCares was sharing an account w my fiance but upgraded to family plan. Can he transfer his playlists over to his own account?,1892587,@564305 Hey Ashley! Can you DM us the usernames and email addresses of the shared account and the new one? We'll see what we can suggest /JL https://t.co/ldFdZRiNAt,was sharing an account w my fiance but upgraded to family plan. Can he transfer his playlists over to his own account?,Hey Ashley! Can you DM us the usernames and email addresses of the shared account and the new one? We'll see what we can suggest /JL,Family_Student_Plan
1892721,"@SpotifyCares Hi, is there any issue with getting Premium Family subscription with a Facebook-created account (while the others aren't)? Thx",1892720,@564348 Hey! Help's here. Can you tell us more about what's happening and DM us your account's email address? We'll take a look backstage /RA https://t.co/ldFdZRiNAt,"Hi, is there any issue with getting Premium Family subscription with a Facebook-created account (while the others aren't)? Thx",Hey! Help's here. Can you tell us more about what's happening and DM us your account's email address? We'll take a look backstage /RA,Family_Student_Plan
1892847,@SpotifyCares - how can i report an issue with my family premium account? My family member got kicked out of plan and cannot re-join / login,1892846,@564385 Hey there! Can you DM us yours and your family member's accounts' email addresses or username? We'll take a look /NS https://t.co/ldFdZRiNAt,- how can i report an issue with my family premium account? My family member got kicked out of plan and cannot re-join / login,Hey there! Can you DM us yours and your family member's accounts' email addresses or username? We'll take a look /NS,Family_Student_Plan
1893999,"@SpotifyCares iPhone 8, iOS 11.0.3, Spotify v 8.4.22.515. Sometimes if I step into an artist with 2+ albums it seems to shuffle 1 at a time. Thanks guys!",1893998,@564609 Got it! We’ve recently made some improvements to our shuffle algorithm. We’d love to hear your feedback here: https://t.co/T3vZnSL3od /PL,"iPhone 8, iOS 11.0.3, Spotify v 8.4.22.515. Sometimes if I step into an artist with 2+ albums it seems to shuffle 1 at a time. Thanks guys!",Got it! We’ve recently made some improvements to our shuffle algorithm. We’d love to hear your feedback here: /PL,Playback_Issue
1894001,"@SpotifyCares did the latest update change the way shuffle works at all? Seems a lot less random, seem to get 2-3 albums out of 50 at a time",1894000,"@564609 Hey Luke! Can you let us know the device, operating system, and Spotify version you're using? We'll check things under the hood /PL","did the latest update change the way shuffle works at all? Seems a lot less random, seem to get 2-3 albums out of 50 at a time","Hey Luke! Can you let us know the device, operating system, and Spotify version you're using? We'll check things under the hood /PL",Playback_Issue
1894635,@SpotifyCares My credit card was charged a student rate but I am already a premium customer. Can you refund the student rate please?,1894634,@564755 Hey Danika! Can you send us your account's email address or username via DM? We'll take a look backstage /AY https://t.co/ldFdZRiNAt,My credit card was charged a student rate but I am already a premium customer. Can you refund the student rate please?,Hey Danika! Can you send us your account's email address or username via DM? We'll take a look backstage /AY,Payment_Refund
1894877,@SpotifyCares need to sort out a refund can you dm me plz,1894876,"@148012 Hey, help's here! What's happening exactly? Can you DM us your account's username or email address? We'll take a look under the hood /RS https://t.co/ldFdZRiNAt",need to sort out a refund can you dm me plz,"Hey, help's here! What's happening exactly? Can you DM us your account's username or email address? We'll take a look under the hood /RS",Payment_Refund
1895967,"@SpotifyCares What happened to ""play"" or ""shuffle play"" button under a folder of playlists? Missing in iOs app! Still there on mac/pc.",1895966,@565101 Hey! We have some info about this here: https://t.co/GDXNemzdFq. We hope that helps /CB,"What happened to ""play"" or ""shuffle play"" button under a folder of playlists? Missing in iOs app! Still there on mac/pc.",Hey! We have some info about this here: We hope that helps /CB,Playback_Issue
